,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
659,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,5050,1,20,0.4,5080,5080,5020,19665,99162860,280180009500,55481190,KSQ
660,095720,KR7095720009,웅진씽크빅,KOSPI,,2425,2,-10,-0.41,2435,2460,2410,144468,351148510,280102013625,115505985,STK
661,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,8200,1,140,1.74,8160,8220,8040,140973,1148939990,280036248400,34150762,KSQ
662,084690,KR7084690007,대상홀딩스,KOSPI,,7730,2,-20,-0.26,7750,7770,7660,19485,150180570,279922918740,36212538,STK
663,060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,7180,2,-170,-2.31,7410,7410,7150,50762,366525800,279352906200,38907090,KSQ
664,099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,30650,2,-150,-0.49,30800,31150,30300,36702,1122039000,278473854550,9085607,KSQ
665,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3605,2,-15,-0.41,3630,3640,3555,188550,678147170,278442921505,77237981,KSQ
666,037070,KR7037070000,파세코,KOSDAQ,우량기업부,13850,2,-150,-1.07,14100,14100,13800,51694,717412400,277000000000,20000000,KSQ
667,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,2780,2,-30,-1.07,2850,2850,2650,300320,838788170,276485725660,99455297,STK
668,041830,KR7041830001,인바디,KOSDAQ,우량기업부,20200,2,-50,-0.25,20400,20450,20000,56554,1140446700,276412396400,13683782,KSQ
669,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,12250,2,-50,-0.41,12400,12550,12200,164686,2041363750,275407783000,22482268,KSQ
670,001070,KR7001070002,대한방직,KOSPI,,51800,2,-100,-0.19,51500,52100,51500,4028,207661900,274540000000,5300000,STK
671,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,27500,1,650,2.42,26850,27750,26300,124032,3385821550,274207835000,9971194,KSQ
672,126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,18350,2,-100,-0.54,18500,18600,17950,174392,3173609500,274187755200,14942112,KSQ
673,034810,KR7034810002,해성산업,KOSDAQ,우량기업부,10350,3,0,0.0,10300,10350,10250,15706,161592650,272787684300,26356298,KSQ
674,059090,KR7059090001,미코,KOSDAQ,우량기업부,8160,1,30,0.37,8260,8260,8090,91042,742513730,272680908480,33416778,KSQ
675,382840,KR7382840007,원준,KOSDAQ,중견기업부,18100,1,100,0.56,18150,18500,18050,96568,1758817950,272596371300,15060573,KSQ
676,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2715,3,0,0.0,2730,2735,2675,142209,384381370,271486606905,99995067,KSQ
677,122450,KR7122450000,KX,KOSDAQ,중견기업부,5980,2,-140,-2.29,6180,6180,5970,69510,421442050,271109064720,45335964,KSQ
678,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1175,2,-10,-0.84,1185,1190,1170,414818,488910600,270024936975,229808457,KSQ
679,003960,KR7003960002,사조대림,KOSPI,,29450,1,150,0.51,29200,29600,29050,6545,191928100,269893553150,9164467,STK
680,035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,6060,1,90,1.51,5970,6090,5880,65469,392813230,269208894600,44423910,KSQ
681,032620,KR7032620007,유비케어,KOSDAQ,우량기업부,5140,2,-80,-1.53,5280,5280,5130,40166,207665290,268293294460,52197139,KSQ
682,104700,KR7104700000,한국철강,KOSPI,,6320,1,10,0.16,6340,6340,6280,14990,94497160,268284000000,42450000,STK
683,054620,KR7054620000,APS홀딩스,KOSDAQ,중견기업부,13150,2,-300,-2.23,13650,13650,13100,54984,730978200,268184006150,20394221,KSQ
684,009580,KR7009580002,무림P&P,KOSPI,,4300,3,0,0.0,4345,4345,4280,91807,394435010,268183793200,62368324,STK
685,009680,KR7009680000,모토닉,KOSPI,,8110,1,40,0.5,8160,8160,8070,3735,30268240,267630000000,33000000,STK
686,036030,KR7036030005,케이티알파,KOSDAQ,중견기업부,5450,2,-20,-0.37,5510,5520,5400,21693,118245430,267155092350,49019283,KSQ
687,037710,KR7037710001,광주신세계,KOSPI,,33350,2,-50,-0.15,33400,33400,33100,2128,70789550,266800000000,8000000,STK
688,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,11100,2,-100,-0.89,11150,11200,11000,27726,307139900,266599555800,24017978,KSQ
689,071055,KR7071051007,한국금융지주우,KOSPI,,45500,1,300,0.66,45200,45500,45200,2483,112531250,266550420500,5858251,STK
690,001630,KR7001630003,종근당홀딩스,KOSPI,,53100,2,-400,-0.75,53600,53800,52100,6269,330229500,266023619100,5009861,STK
691,317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,14450,2,-100,-0.69,14650,14650,14350,31213,451090650,265553834600,18377428,KSQ
692,079370,KR7079370003,제우스,KOSDAQ,우량기업부,25550,2,-300,-1.16,26000,26150,25250,75212,1928818850,265311200000,10384000,KSQ
693,366030,KR7366030005,공구우먼,KOSDAQ,중견기업부,11900,2,-450,-3.64,12450,12450,11800,710305,8500590150,264936840000,22263600,KSQ
694,360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,33150,1,150,0.45,33650,34450,32900,96432,3237362700,264680970450,7984343,KSQ
695,004380,KR7004380002,삼익THK,KOSPI,,12600,2,-450,-3.45,13150,13150,12600,90427,1155713000,264600000000,21000000,STK
696,001940,KR7001940006,KISCO홀딩스,KOSPI,,16350,3,0,0.0,16350,16750,16100,9511,154520950,264483813000,16176380,STK
697,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,17600,1,750,4.45,17000,19450,16600,625544,11413637200,263999982400,14999999,KSQ
698,166480,KR7166480004,코아스템켐온,KOSDAQ,기술성장기업부,7990,2,-20,-0.25,8020,8070,7990,24865,199302850,262634304240,32870376,KSQ
699,089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,10950,2,-100,-0.9,11100,11150,10750,41029,447659300,262587515250,23980595,KSQ
700,000020,KR7000020008,동화약품,KOSPI,,9400,2,-70,-0.74,9480,9510,9340,97583,916745110,262555818000,27931470,STK
701,003580,KR7003580008,HLB글로벌,KOSPI,,6180,1,240,4.04,6100,6680,5970,1170409,7409577750,261828319560,42367042,STK
702,036530,KR7036530004,SNT홀딩스,KOSPI,,16050,2,-50,-0.31,16100,16400,15900,2609,42034300,261677370300,16303886,STK
703,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,26100,2,-500,-1.88,26800,26800,25850,14361,374970400,261000000000,10000000,KSQ
704,001470,KR7001470004,삼부토건,KOSPI,,1320,1,5,0.38,1320,1355,1305,2008409,2664010295,260928855000,197673375,STK
705,293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,11700,2,-200,-1.68,11950,12050,11600,203339,2391563750,260896732200,22298866,KSQ
706,040300,KR7040300006,YTN,KOSDAQ,우량기업부,6200,1,360,6.16,5990,6580,5950,3500005,22129448180,260400000000,42000000,KSQ
707,089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,24700,1,200,0.82,24500,24700,24300,25262,620735800,260337061400,10539962,KSQ
708,080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,3260,2,-15,-0.46,3280,3300,3225,85774,279426090,259892487720,79721622,KSQ
709,232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,3165,2,-5,-0.16,3170,3235,3150,108407,344361825,259673532750,82045350,KSQ
710,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,14400,2,-100,-0.69,14450,14500,14150,41140,590065850,259200000000,18000000,KSQ
711,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,21350,3,0,0.0,21700,21900,21000,56699,1215282400,258119194200,12089892,KSQ
712,055490,KR7055490007,테이팩스,KOSPI,,54500,1,4600,9.22,50900,55300,50400,111500,5934952300,257111925000,4717650,STK
713,002710,KR7002710002,TCC스틸,KOSPI,,10100,1,140,1.41,10000,10100,9910,135118,1352285790,256398791900,25386019,STK
714,001200,KR7001200005,유진투자증권,KOSPI,,2635,1,25,0.96,2615,2645,2575,141412,369456715,255243011430,96866418,STK
715,048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,3085,1,60,1.98,3050,3115,2985,137350,421407770,255155241240,82708344,KSQ
716,033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,11700,2,-150,-1.27,11950,12000,11650,142808,1679785400,255149961300,21807689,KSQ
717,002620,KR7002620003,제일파마홀딩스,KOSPI,,15950,2,-1000,-5.9,16600,16850,15950,258903,4215295400,254775012250,15973355,STK
718,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,14300,2,-150,-1.04,14400,14450,14250,12536,180118900,254729603700,17813259,KSQ
719,004980,KR7004980009,성신양회,KOSPI,,10350,1,950,10.11,9460,11300,9300,5947263,63401379250,253741355550,24516073,STK
720,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,25900,2,-550,-2.08,26450,26500,25700,53853,1397918400,252354215400,9743406,KSQ
721,314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,17900,2,-50,-0.28,18000,18000,17500,33228,588522900,252238225900,14091521,KSQ
722,001780,KR7001780006,알루코,KOSPI,,2790,2,-20,-0.71,2810,2840,2765,508634,1426587990,251014715280,89969432,STK
723,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,17050,1,50,0.29,17000,17150,16900,30803,523419650,250635000000,14700000,KSQ
724,139990,KR7139990006,아주스틸,KOSPI,,9470,2,-100,-1.04,9600,9600,9450,28301,268956410,250502229830,26452189,STK
725,083790,KR7083790006,크리스탈지노믹스,KOSDAQ,기술성장기업부,3540,2,-80,-2.21,3620,3670,3500,349148,1239546075,250442560440,70746486,KSQ
726,260870,KR7260870001,SK시그넷,KONEX,일반기업부,42600,1,50,0.12,42600,43200,42300,7100,304703000,250344949200,5876642,KNX
727,068290,KR7068290006,삼성출판사,KOSPI,,25000,1,100,0.4,25000,25300,24800,39264,983556350,250000000000,10000000,STK
728,001520,KR7001520006,동양,KOSPI,,1045,1,10,0.97,1045,1050,1035,241147,251101355,249424845835,238684063,STK
729,190510,KR7190510008,나무가,KOSDAQ,중견기업부,15450,1,100,0.65,15600,15600,15150,476382,7324273900,249198982800,16129384,KSQ
730,182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,18050,2,-450,-2.43,19150,20300,18000,829822,15842369050,249174600350,13804687,KSQ
731,011785,KR7011781002,금호석유우,KOSPI,,82400,2,-100,-0.12,83200,83200,82000,3097,255071900,249135246400,3023486,STK
732,117580,KR7117580001,대성에너지,KOSPI,,9050,1,20,0.22,9170,9170,9000,90021,814940810,248875000000,27500000,STK
733,081000,KR7081000002,일진다이아,KOSPI,,17450,1,50,0.29,17450,17700,17250,14041,245023700,247841913750,14202975,STK
734,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,23400,2,-100,-0.43,23350,23950,23100,23236,543527850,247474445400,10575831,KSQ
735,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,27900,1,850,3.14,27550,28300,27300,95370,2667033650,247106561400,8856866,KSQ
736,077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,5420,2,-90,-1.63,5550,5550,5380,348807,1902220360,246268550840,45437002,KSQ
737,084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,19500,3,0,0.0,19600,19600,19200,5745,111458950,246119094000,12621492,KSQ
738,083420,KR7083420000,그린케미칼,KOSPI,,10250,3,0,0.0,10350,10400,10100,188348,1928550300,246000000000,24000000,STK
739,003610,KR7003610003,방림,KOSPI,,5800,1,200,3.57,5700,5890,5600,606932,3482149170,245421722000,42314090,STK
740,029460,KR7029460003,케이씨,KOSPI,,18100,2,-100,-0.55,18200,18200,17950,8028,145004150,245328196400,13554044,STK
741,001790,KR7001790005,대한제당,KOSPI,,2725,1,45,1.68,2685,2730,2680,107024,290329770,244423180500,89696580,STK
742,077500,KR7077500007,유니퀘스트,KOSPI,,8930,1,50,0.56,8940,8950,8830,44052,392040220,244288856750,27355975,STK
743,001130,KR7001130004,대한제분,KOSPI,,144500,1,1000,0.7,143500,146500,142000,3704,536199000,244205000000,1690000,STK
744,003200,KR7003200003,일신방직,KOSPI,,101500,2,-2000,-1.93,104000,104000,100500,5795,588059000,243600000000,2400000,STK
745,053610,KR7053610002,프로텍,KOSDAQ,우량기업부,22100,1,50,0.23,22400,22450,22000,13725,304097200,243100000000,11000000,KSQ
746,035510,KR7035510007,신세계 I&C,KOSPI,,14100,2,-100,-0.7,14250,14300,13900,33695,472512150,242520000000,17200000,STK
747,330860,KR7330860008,네패스아크,KOSDAQ,벤처기업부,19900,2,-50,-0.25,19950,20100,19550,23210,459060000,242462495500,12184045,KSQ
748,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3760,1,75,2.04,3695,3770,3670,199009,745327730,242144000000,64400000,STK
749,032300,KR7032300006,한국파마,KOSDAQ,우량기업부,22200,2,-100,-0.45,22350,22500,22100,10792,240183600,242128762200,10906701,KSQ
750,042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,10750,1,150,1.42,10750,10950,10500,30621,327783900,241844878500,22497198,KSQ
751,297090,KR7297090003,씨에스베어링,KOSDAQ,우량기업부,8900,1,620,7.49,8880,9450,8820,2290836,20858783930,240300000000,27000000,KSQ
752,002810,KR7002810000,삼영무역,KOSPI,,13000,3,0,0.0,13000,13050,12950,1172,15192000,240070324000,18466948,STK
753,047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,11050,1,50,0.45,11000,11150,10850,50206,552631650,239925357100,21712702,KSQ
754,011040,KR7011040003,경동제약,KOSDAQ,우량기업부,7790,2,-50,-0.64,7840,7890,7780,67366,527404880,239688687140,30768766,KSQ
755,317400,KR7317400000,자이에스앤디,KOSPI,,6160,2,-30,-0.48,6220,6220,6140,49458,304966990,238900323200,38782520,STK
756,012320,KR7012320008,경동인베스트,KOSPI,,101000,1,5000,5.21,97500,103500,96700,152646,15272103500,238867323000,2365023,STK
757,086390,KR7086390002,유니테스트,KOSDAQ,우량기업부,11300,1,100,0.89,11400,11450,11150,186950,2109477000,238815623800,21134126,KSQ
758,377030,KR7377030002,맥스트,KOSDAQ,기술성장기업부,12200,2,-250,-2.01,12550,12600,12150,212865,2616175950,238764760400,19570882,KSQ
759,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,22250,2,-250,-1.11,22500,22600,22100,15855,355237950,238439677500,10716390,KSQ
760,110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,20350,2,-550,-2.63,20700,20800,20250,13317,271211800,238410018000,11715480,KSQ
761,003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,407,2,-2,-0.49,412,417,404,3854435,1570406848,238402158016,585754688,STK
762,382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,27150,1,300,1.12,27150,27650,27050,74757,2045416250,237861150000,8761000,KSQ
763,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,14600,2,-150,-1.02,14750,14800,14550,33302,487672600,237457232400,16264194,KSQ
764,035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,15250,2,-450,-2.87,15700,15700,15200,77973,1194328800,236795656000,15527584,KSQ
765,002390,KR7002390003,한독,KOSPI,,17200,1,250,1.47,16950,17450,16950,29790,510126150,236732767600,13763533,STK
766,207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,3165,2,-10,-0.31,3270,3285,3165,4453714,14308766830,236347118775,74675235,KSQ
767,084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,6950,1,210,3.12,6780,7000,6700,1172562,8070676270,236241779850,33991623,KSQ
768,011700,KR7011700002,한신기계,KOSPI,,7270,1,140,1.96,7190,7340,7050,3011855,21818843380,235883517770,32446151,STK
769,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,24150,2,-300,-1.23,24500,24650,24150,23010,559506850,235471507950,9750373,KSQ
770,025000,KR7025000001,KPX케미칼,KOSPI,,48550,1,50,0.1,48550,48750,48400,430,20875150,234982000000,4840000,STK
771,149950,KR7149950008,아바텍,KOSDAQ,우량기업부,15050,3,0,0.0,15200,15250,14900,64838,976509350,234892875000,15607500,KSQ
772,241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,24600,1,150,0.61,24500,24650,24200,33353,813955250,234683852400,9539994,KSQ
773,001460,KR7001460005,BYC,KOSPI,,375500,3,0,0.0,377000,377000,374000,24,9007500,234542932500,624615,STK
774,107590,KR7107590002,미원홀딩스,KOSPI,,101000,1,500,0.5,100500,101500,100000,668,67066000,234320000000,2320000,STK
775,251370,KR7251370003,와이엠티,KOSDAQ,우량기업부,14350,1,350,2.5,14250,14650,14200,47453,683549050,234112558400,16314464,KSQ
776,339770,KR7339770000,교촌에프앤비,KOSPI,,9370,1,20,0.21,9370,9410,9290,16517,154508440,234086399800,24982540,STK
777,288330,KR7288330004,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,11750,2,-250,-2.08,12000,12100,11600,46959,551396050,233782993750,19896425,KSQ
778,121800,KR7121800007,비덴트,KOSDAQ,벤처기업부,4225,1,555,15.12,3735,4525,3675,25854370,108500301780,232754675400,55089864,KSQ
779,136490,KR7136490000,선진,KOSPI,,9770,2,-50,-0.51,9750,9940,9670,43765,427761990,232326731080,23779604,STK
780,023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,735,1,1,0.14,734,807,730,4678716,3570234176,231973038360,315609576,KSQ
781,003120,KR7003120003,일성신약,KOSPI,,87200,2,-1000,-1.13,87300,88900,86900,1568,137204100,231952000000,2660000,STK
782,200880,KR7200880003,서연이화,KOSPI,,8580,1,10,0.12,8600,8790,8490,151056,1301920850,231903989460,27028437,STK
783,004250,KR7004250007,NPC,KOSPI,,6280,1,180,2.95,6140,7070,6110,2682909,17827569190,230601600000,36720000,STK
784,092230,KR7092230002,KPX홀딩스,KOSPI,,54500,2,-100,-0.18,54700,54900,54000,561,30591000,230243207000,4224646,STK
785,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3675,1,5,0.14,3705,3710,3645,169383,622234750,230194650000,62638000,KSQ
786,026890,KR7026890004,스틱인베스트먼트,KOSPI,,5520,1,20,0.36,5520,5550,5490,75322,415877090,230063526000,41678175,STK
787,044340,KR7044340008,위닉스,KOSDAQ,우량기업부,12850,2,-200,-1.53,12900,13300,12850,59654,778113800,229673511250,17873425,KSQ
788,115960,KR7115960007,연우,KOSDAQ,우량기업부,18500,2,-150,-0.8,18550,18600,18200,86088,1579798700,229363000000,12398000,KSQ
789,318020,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
790,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,4095,1,150,3.8,3930,4320,3915,108121,432139605,229139344980,55955884,STK
791,019680,KR7019680008,대교,KOSPI,,2705,1,40,1.5,2675,2710,2635,35704,95731565,229121209250,84702850,STK
792,000140,KR7000140004,하이트진로홀딩스,KOSPI,,9830,2,-20,-0.2,9900,9900,9750,13599,133046330,228122499950,23206765,STK
793,263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,6200,2,-60,-0.96,6290,6380,6170,201008,1255563950,227929701000,36762855,KSQ
794,114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,8720,1,160,1.87,8850,8890,8620,873727,7659758870,227792891360,26123038,KSQ
795,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4275,2,-30,-0.7,4315,4315,4250,103001,440099605,227716779825,53267083,KSQ
796,010580,KR7010580009,에스엠벡셀,KOSPI,,2040,1,5,0.25,2050,2090,2000,98152,199332190,226953590400,111251760,STK
797,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3220,2,-10,-0.31,3260,3400,3200,1566823,5160711135,226924273940,70473377,KSQ
798,291230,KR7291230001,엔피,KOSDAQ,중견기업부,5490,1,140,2.62,5420,5630,5350,1264026,6949387610,226797724890,41311061,KSQ
799,160550,KR7160550000,NEW,KOSDAQ,중견기업부,8120,1,60,0.74,8110,8220,7950,294459,2385909210,226597580720,27906106,KSQ
800,084680,KR7084680008,이월드,KOSPI,,1595,3,0,0.0,1595,1700,1585,780912,1278956485,226180877835,141806193,STK
801,126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,41300,1,150,0.36,41500,42150,41000,15696,652903450,225839220600,5468262,KSQ
802,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,26300,2,-1100,-4.01,27350,27550,26250,610356,16299548550,225676249800,8580846,KSQ
803,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,6040,1,30,0.5,6070,6090,5950,107041,642348210,225616015800,37353645,KSQ
804,032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,1495,1,10,0.67,1490,1525,1470,4245416,6347767975,225184530480,150625104,KSQ
805,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,37900,2,-350,-0.92,38250,38450,37500,6562,247589450,224624924100,5926779,KSQ
806,065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,8160,2,-80,-0.97,8270,8310,8160,102753,844307400,224269015680,27483948,KSQ
807,038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,20650,1,200,0.98,20450,20700,20350,7969,163253400,223874910000,10841400,KSQ
808,102260,KR7102260007,동성케미컬,KOSPI,,4505,1,5,0.11,4525,4525,4480,37762,169788005,223852224640,49689728,STK
809,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,6880,1,110,1.62,6750,6920,6750,155549,1061141180,223812825920,32530934,KSQ
810,150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,223669017000,38234020,KSQ
811,051370,KR7051370005,인터플렉스,KOSDAQ,중견기업부,9580,2,-80,-0.83,9750,9750,9520,26901,257394330,223477181760,23327472,KSQ
812,073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,33150,2,-50,-0.15,33550,33550,32550,40929,1347902350,223349583600,6737544,KSQ
813,229640,KR7229640008,LS전선아시아,KOSPI,,7290,1,70,0.97,7230,7340,7230,87377,638155010,223255367910,30624879,STK
814,049180,KR7049180003,셀루메드,KOSDAQ,벤처기업부,5380,1,170,3.26,5210,5800,5210,9275126,51331892790,222799879460,41412617,KSQ
815,000230,KR7000230003,일동홀딩스,KOSPI,,19300,2,-150,-0.77,19450,19600,19200,99748,1926577500,222729720000,11540400,STK
816,097955,KR7097951008,CJ제일제당 우,KOSPI,,167500,1,500,0.3,167000,168000,167000,664,111179000,222345027500,1327433,STK
817,180400,KR7180400004,디엑스앤브이엑스,KOSDAQ,관리종목(소속부없음),7740,0,0,0.0,0,0,0,0,0,222082929900,28692885,KSQ
818,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,10250,2,-100,-0.97,10300,10400,10250,20733,213642450,221459040000,21605760,KSQ
819,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,18900,2,-150,-0.79,19050,19150,18600,54340,1023554250,221338977300,11711057,KSQ
820,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5690,2,-30,-0.52,5740,5760,5650,77020,437999820,220917481920,38825568,KSQ
821,006060,KR7006060008,화승인더,KOSPI,,3985,2,-15,-0.38,4040,4040,3970,34082,135937755,220450200000,55320000,STK
822,007160,KR7007160005,사조산업,KOSPI,,43900,2,-350,-0.79,44000,44550,43550,7325,321385000,219500000000,5000000,STK
823,297890,KR7297890006,HB솔루션,KOSDAQ,벤처기업부,13100,1,200,1.55,13050,13150,12700,59519,770144550,219033218300,16720093,KSQ
824,011280,KR7011280005,태림포장,KOSPI,,3075,2,-15,-0.49,3100,3110,3045,116191,357463645,217728265500,70805940,STK
825,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,4010,1,175,4.56,3915,4440,3910,9556906,40822369085,217520372820,54244482,KSQ
826,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,12200,2,-200,-1.61,12450,12500,12200,40576,498980850,217282402600,17810033,KSQ
827,114810,KR7114810005,한솔아이원스,KOSDAQ,투자주의환기종목(소속부없음),7390,2,-80,-1.07,7550,7570,7340,30781,227608470,216912565860,29352174,KSQ
828,125210,KR7125210005,아모그린텍,KOSDAQ,기술성장기업부,13100,1,400,3.15,12850,13250,12800,185765,2421468350,216107949000,16496790,KSQ
829,273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,19700,1,700,3.68,19400,20100,19200,108164,2127697400,216030200000,10966000,KSQ
830,015230,KR7015230006,대창단조,KOSPI,,7560,1,50,0.67,7640,7710,7490,241020,1828512720,216006058800,28572230,STK
831,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,15800,1,50,0.32,15850,15950,15500,102464,1611419550,215325860200,13628219,KSQ
832,225530,KR7225530005,보광산업,KOSDAQ,우량기업부,5920,2,-50,-0.84,5970,6070,5890,25268,149639620,215125263840,36338727,KSQ
833,006840,KR7006840003,AK홀딩스,KOSPI,,16200,2,-350,-2.11,16550,16550,16100,4123,66907200,214610488200,13247561,STK
834,018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1755,1,40,2.33,1745,1825,1740,1413512,2515356420,214545280365,122248023,KSQ
835,008060,KR7008060006,대덕,KOSPI,,6330,1,20,0.32,6350,6350,6290,35105,221549740,214524649500,33890150,STK
836,043610,KR7043610005,지니뮤직,KOSDAQ,우량기업부,3690,1,65,1.79,3650,3715,3610,158477,583129815,214445966220,58115438,KSQ
837,011760,KR7011760006,현대코퍼레이션,KOSPI,,16200,1,50,0.31,16150,16300,16050,19493,314855700,214309249200,13228966,STK
838,005720,KR7005720008,넥센,KOSPI,,3995,3,0,0.0,4020,4035,3970,3729,14921290,213908188115,53543977,STK
839,371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,10150,1,100,1.0,10050,10250,10000,50564,511672900,213560953200,21040488,KSQ
840,362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,10350,2,-50,-0.48,10700,10700,10350,743018,7765650450,212705851500,20551290,KSQ
841,000540,KR7000540005,흥국화재,KOSPI,,3310,2,-10,-0.3,3320,3340,3285,14384,47596940,212643154950,64242645,STK
842,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,14300,2,-50,-0.35,14500,14500,14200,18913,271232900,212471645100,14858157,KSQ
843,044450,KR7044450005,KSS해운,KOSPI,,9150,1,70,0.77,9210,9210,9090,11068,101251970,211235802000,23085880,STK
844,252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,4210,2,-50,-1.17,4280,4300,4155,75771,320081185,211147691660,50153846,KSQ
845,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,33950,1,150,0.44,33900,33950,33750,1313,44488650,211045523850,6216363,KSQ
846,109860,KR7109860007,동일금속,KOSDAQ,우량기업부,23150,1,500,2.21,22650,23850,22500,110717,2541816300,210665000000,9100000,KSQ
847,010955,KR7010951002,S-Oil우,KOSPI,,52200,1,500,0.97,51900,52500,51600,6112,318188500,209944589400,4021927,STK
848,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,4330,1,5,0.12,4340,4355,4280,65810,283690815,209919963130,48480361,KSQ
849,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,22350,2,-650,-2.83,23050,23200,22300,47312,1063324550,209773613400,9385844,KSQ
850,083930,KR7083930008,아바코,KOSDAQ,우량기업부,13600,2,-50,-0.37,13700,13750,13450,96032,1305819750,209614052800,15412798,KSQ
851,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,9470,2,-20,-0.21,9500,9500,9380,51799,488118560,209307407850,22102155,KSQ
